state_code,state_name,district_code,district_name,tehsil-village_name,mec_upto_1to1pt5_year,mec_breeding,mec_draught,mec_draught_breeding,mec_others,mec_total,fec_upto_1_year,fec_1to2pt5_year,fec_milk,fec_dry,fec_not_calved_once,fec_others,fec_total,ec_totalstate_code,state_name,district_code,district_name,tehsil-village_name,mec_upto_1to1pt5_year,mec_breeding,mec_draught,mec_draught_breeding,mec_others,mec_total,fec_upto_1_year,fec_1to2pt5_year,fec_milk,fec_dry,fec_not_calved_once,fec_others,fec_total,ec_total24,GUJARAT,491,Valsad,Tahsil-ValsadVillage-Malvan,18,9,15,7,5,54,22,7,34,11,11,0,85,139
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Limbi,1,0,0,0,0,1,2,9,9,4,3,0,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Otatokarva,1,0,0,0,0,1,14,22,31,4,9,0,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-UkaiResettlement,10,0,0,0,0,10,24,36,52,9,14,0,135,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Borda,2,0,11,0,0,13,11,23,29,12,17,0,92,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-JhariAmba,1,1,0,0,0,2,1,1,2,0,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Gundi,2,0,0,0,0,2,7,3,10,2,0,0,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Vajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Junai,8,0,0,0,0,8,32,11,40,13,12,0,108,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Songir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Ukai(CT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Bhurivel(CT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Samarkuva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Singalvan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Mal,0,0,0,0,0,0,2,0,4,3,0,0,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Sadadun,0,0,0,0,0,0,3,0,4,1,0,0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Sinand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Amaldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Ajvar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-MandviPani,2,0,9,1,0,12,1,9,30,8,3,0,51,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Langad,0,0,0,0,0,0,2,0,3,1,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Ghusargam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Bhorthava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Otta,0,0,0,0,0,0,2,6,7,2,0,0,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Rasmati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Pahadada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Khapatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Mohpada(Malangdev),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Virthava,0,0,0,0,0,0,1,5,5,2,0,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-EkvaGolan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Malangdev,6,0,0,0,0,6,4,1,10,5,0,0,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Karvanda,0,0,0,0,0,0,2,0,3,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-KhogalGam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-MotaTarpada,12,0,2,0,0,14,20,10,10,4,3,0,47,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-KapadBandh,0,0,0,0,0,0,0,0,10,5,3,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Siraspada,0,0,0,0,0,0,2,5,12,8,0,0,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Vadirupgadh,0,0,0,0,0,0,2,10,8,4,0,0,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Chikhalapada,0,0,0,0,0,0,0,0,10,2,0,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Shravaniya,0,0,0,0,0,0,2,6,11,4,3,0,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Lavchali,1,0,0,0,0,1,2,9,8,1,0,0,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Chimer,0,0,0,0,0,0,0,0,30,5,6,0,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Kanti,0,0,0,0,0,0,1,5,4,3,0,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Seljhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Borpada,3,0,0,0,0,3,5,10,8,3,0,0,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Temka,0,0,0,0,0,0,2,14,16,4,0,0,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Masanpada,9,0,0,0,0,9,15,26,55,15,10,0,121,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Dardi,2,0,0,0,0,2,9,32,32,8,3,0,84,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Umarda,0,0,0,0,0,0,4,0,15,5,0,0,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Dhanmauli,0,0,0,0,0,0,2,0,6,4,0,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Amthava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-MotaSatsila,1,0,0,0,0,1,9,21,20,5,3,0,58,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-GhodiRuvali,0,0,0,0,0,0,4,6,15,7,0,0,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Ghuntvel,3,0,0,0,0,3,9,15,29,7,6,0,66,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-VadpadaPUmarda,0,0,0,0,0,0,4,26,28,9,5,0,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Taparvada,11,0,23,0,0,34,24,51,58,16,0,0,149,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Gunkhadi,9,0,0,0,0,9,19,26,80,14,13,0,152,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Gopalpura,9,0,0,0,0,9,18,24,55,15,14,0,126,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Vanjhafali,0,0,0,0,0,0,11,8,15,4,0,0,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Amalgundi,5,0,0,0,0,5,57,43,90,9,0,0,199,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Chakvan,0,0,0,0,0,0,27,27,68,17,0,0,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Borkuva,6,0,0,0,0,6,11,23,32,8,6,0,80,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Kalaghat,3,0,0,0,0,3,9,12,15,9,6,0,51,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-NanaTarpada,2,0,0,0,0,2,1,3,10,3,0,0,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Ojhar,9,0,0,0,0,9,2,12,28,4,0,0,46,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Hindla,17,0,0,0,0,17,9,10,38,3,3,0,63,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Khadi,0,0,0,0,0,0,1,0,5,7,0,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Sadadvel,9,0,0,0,0,9,2,12,28,4,0,0,46,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Bharadada,5,0,0,0,0,5,9,14,30,11,9,0,73,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-KakadKuvaPUmarda,0,2,80,0,0,82,38,30,93,24,0,0,185,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-BedvanPUmarda,6,0,0,0,0,6,11,28,20,5,3,0,67,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-VadpadaPUmarda,21,0,0,0,0,21,34,195,105,30,15,0,379,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Jamkhadi,23,0,9,1,0,33,72,39,100,42,0,0,253,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Medha,26,4,2,0,0,32,20,20,33,20,0,0,93,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-SongadhVillage-Golan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kanja,9,0,2,0,0,11,16,28,36,28,14,0,122,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-KalaVyara,14,0,19,0,0,33,32,80,76,37,6,0,231,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-BedkuvaDur,19,0,29,0,0,48,220,398,364,121,135,0,1238,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-KhodTalav,21,2,4,0,0,27,17,36,111,19,22,0,205,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Unchamala,295,47,278,74,0,694,504,412,682,177,102,0,1877,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Limbarda,14,0,15,0,0,29,27,76,16,137,62,0,318,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Gangpur,9,0,0,0,0,9,0,19,24,9,12,0,64,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kamlapor,17,13,4,1,0,35,79,65,97,25,29,11,306,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Bedchit,39,3,0,0,0,42,80,152,190,46,12,0,480,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Gadat,30,2,30,0,5,67,157,267,324,246,127,0,1121,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-UmarvavNajik,35,0,10,0,3,48,140,179,206,76,52,73,726,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-PadamDungari,23,0,3,0,1,27,48,75,138,44,36,0,341,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Borkachchh,10,0,2,0,0,12,11,17,28,2,2,0,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Chunawadi,23,0,4,0,0,27,43,27,100,27,16,0,213,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dungarda,2,0,0,0,0,2,4,2,5,2,3,0,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-BedaRaypura,5,2,22,0,0,29,140,92,211,161,14,1,619,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Bagalpur,12,0,3,2,0,17,5,13,20,16,20,0,74,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Varjakhan,9,0,0,0,0,9,16,32,37,7,9,0,101,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Takiamba,9,0,3,0,0,12,23,23,35,18,10,0,109,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Besaniya,23,0,8,1,0,32,42,56,123,21,27,2,271,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Raygadh,22,0,6,0,0,28,44,72,129,39,20,0,304,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Halmundi,5,0,0,0,0,5,0,25,28,23,2,0,78,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Amania,2,0,4,0,0,6,2,4,8,5,0,0,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dhangdhar,12,0,8,0,0,20,14,28,45,13,12,0,112,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Karanjkhed,30,0,5,0,0,35,92,58,126,30,24,0,330,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kandha,22,0,8,0,0,30,50,58,103,39,19,0,269,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Garpani,12,0,3,0,0,15,6,13,9,13,6,0,47,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Pathakwadi,12,0,0,0,0,12,50,27,124,32,25,0,258,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-UmarvavDur,18,0,10,0,0,28,22,111,92,17,16,0,258,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kakadva,19,0,8,0,0,27,90,112,201,67,35,0,505,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kosamkuva,10,0,7,0,0,17,32,14,51,15,13,0,125,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Pithadara,12,0,0,0,0,12,68,169,151,60,21,0,469,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Jamalia,6,0,2,0,0,8,4,3,12,2,0,0,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Bardipada,12,0,2,0,0,14,24,36,40,13,13,0,126,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Pipalwada,15,0,0,0,0,15,42,33,60,16,9,0,160,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Amonia,8,0,0,3,0,11,7,7,19,7,2,2,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Haripura,17,0,0,0,0,17,26,6,47,7,0,0,86,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dholka,10,0,0,0,0,10,27,14,35,13,4,0,93,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-AndharvadiDur,19,0,9,0,0,28,133,131,204,81,52,0,601,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Panchol,20,0,5,0,0,25,96,64,135,61,22,0,378,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dolvan,26,0,9,0,0,35,163,205,404,102,55,0,929,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Pati,24,0,6,0,0,30,104,242,370,98,101,0,915,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kumbhia,31,1,4,0,0,36,42,100,125,70,24,0,361,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Palasia,15,0,0,0,0,15,50,82,72,12,23,0,239,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Antapur,53,0,0,0,0,53,569,457,716,234,185,4,2165,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Kalamkui,19,0,0,0,0,19,28,14,40,34,2,0,118,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Achhopalo,4,0,0,0,0,4,2,5,7,14,1,0,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-RampuraDur,18,0,2,0,0,20,21,32,31,1,2,11,98,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-RenganKachchh,37,0,8,0,0,45,2,55,68,9,1,0,135,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-BhojpurDur,34,0,0,0,0,34,38,44,117,23,0,0,222,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Vankla,33,0,0,0,0,33,87,163,137,12,8,0,407,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Ghani,12,0,0,0,0,12,20,23,92,65,41,4,245,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-BamnamalDur,41,0,8,0,0,49,85,151,203,74,57,0,570,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Barmada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Ambapani,17,0,4,0,0,21,26,31,50,9,5,0,121,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Chakdhara,30,7,18,5,0,60,36,36,44,21,6,0,143,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Garvan,12,0,1,0,2,15,6,33,48,1,2,0,90,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Palavadi,10,0,3,0,0,13,44,56,53,24,0,0,177,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dhanturi,28,0,9,0,0,37,50,81,80,22,11,32,276,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Dhamandevi,0,0,12,0,0,12,17,25,34,16,2,0,94,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Valotha,3,0,0,0,0,3,6,12,30,4,1,0,53,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,493,Tapi,Tahsil-VyaraVillage-Vadpada,15,0,0,0,0,15,9,23,47,11,1,0,91,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
